c√≥digo,NOME,ESCALAS:
704,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30. AS 14:30 H,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30. AS 14:30 H
705,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H..,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H..
706,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00..,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00..
707,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00...,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00...
708,0115 SEG A SEX 12:00 AS 19:00..,0115 SEG A SEX 12:00 AS 19:00..
709,0115 SEG A SEX 12:00 AS 19:00...,0115 SEG A SEX 12:00 AS 19:00...
710,0115 SEG A SEX 12:00 AS 19:00....,0115 SEG A SEX 12:00 AS 19:00....
711,0115 SEG A SEX 12:00 AS 19:00.....,0115 SEG A SEX 12:00 AS 19:00.....
712,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00....,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00....
713,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00.....,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00.....
714,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00.......,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00.......
715,0115 SEG A SEX 12:00 AS 19:00......,0115 SEG A SEX 12:00 AS 19:00......
716,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H...,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H...
717,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H....,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H....
718,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H.....,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H.....
719,0116 SEG A SEX 07:00 AS 14:00 SEG A SEX 07:00 AS 14:00..,0116 SEG A SEX 07:00 AS 14:00 SEG A SEX 07:00 AS 14:00..
720,0116 SEG A SEX 07:00 AS 14:00...,0116 SEG A SEX 07:00 AS 14:00...
721,0116 SEG A SEX 07:00 AS 14:00.....,0116 SEG A SEX 07:00 AS 14:00.....
722,0116 SEG A SEX 07:00 AS 14:00......,0116 SEG A SEX 07:00 AS 14:00......
723,0116 SEG A SEX 07:00 AS 14:00.......,0116 SEG A SEX 07:00 AS 14:00.......
724,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00..,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00..
725,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00...,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00...
726,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00....,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00....
727,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00.....,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00.....
728,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00.......,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00.......
729,0122 10:00 AS 17:00..,0122 10:00 AS 17:00..
730,0122 10:00 AS 17:00...,0122 10:00 AS 17:00...
731,0122 10:00 AS 17:00....,0122 10:00 AS 17:00....
732,0122 10:00 AS 17:00.....,0122 10:00 AS 17:00.....
733,0122 10:00 AS 17:00......,0122 10:00 AS 17:00......
734,0084 12X36 06:00 AS 18:00..,0084 12X36 06:00 AS 18:00..
735,0084 12X36 06:00 AS 18:00...,0084 12X36 06:00 AS 18:00...
736,0084 12X36 06:00 AS 18:00....,0084 12X36 06:00 AS 18:00....
737,0084 12X36 06:00 AS 18:00.....,0084 12X36 06:00 AS 18:00.....
738,0084 12X36 06:00 AS 18:00.......,0084 12X36 06:00 AS 18:00.......
739,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00..,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00..
740,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00...,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00...
741,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00....,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00....
742,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00.....,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00.....
743,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00......,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00......
744,0131A ESCALA 4X2 06:00 AS 15:00.,0131A ESCALA 4X2 06:00 AS 15:00.
745,0131A ESCALA 4X2 06:00 AS 15:00..,0131A ESCALA 4X2 06:00 AS 15:00..
746,0131A ESCALA 4X2 06:00 AS 15:00 COPIA,0131A ESCALA 4X2 06:00 AS 15:00 COPIA
747,0131A ESCALA 4X2 06:00 AS 15:00 COPIA,0131A ESCALA 4X2 06:00 AS 15:00 COPIA
748,0131A ESCALA 4X2 06:00 AS 15:00 COPIA,0131A ESCALA 4X2 06:00 AS 15:00 COPIA
749,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00 COPIA,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00 COPIA
750,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00 COPIA,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00 COPIA
751,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00 COPIA,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00 COPIA
752,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00 COPIA,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00 COPIA
753,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00 COPIA,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00 COPIA
754,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 COPIA,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 COPIA
755,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 COPIA,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 COPIA
756,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 COPIA,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 COPIA
757,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 COPIA,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 COPIA
758,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 COPIA,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00 COPIA
759,0004 SEG A SEX 11:00 AS 20:00 RECIFE,0004 SEG A SEX 11:00 AS 20:00 RECIFE
760,0008 SEG A QUI 12:00 AS 22:00 SEX 12:00 AS 21:00,0008 SEG A QUI 12:00 AS 22:00 SEX 12:00 AS 21:00
761,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00
762,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00
763,0012 SEG A SAB DAS 08:00 AS 14:00:20,0012 SEG A SAB DAS 08:00 AS 14:00:20
764,0013 SEG A SAB DAS 13:40 AS 20:00,0013 SEG A SAB DAS 13:40 AS 20:00
765,0014 SEG A SAB DAS 15:40 AS 22:00,0014 SEG A SAB DAS 15:40 AS 22:00
766,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00
767,0017 SEG A SEX DAS 14:00 AS 22:00,0017 SEG A SEX DAS 14:00 AS 22:00
768,0020 SEG A SEX DAS 09:00 AS 16:00,0020 SEG A SEX DAS 09:00 AS 16:00
769,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00
770,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H
771,0025 SEG A SAB 09:00 AS 15:00:20,0025 SEG A SAB 09:00 AS 15:00:20
772,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00
773,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00
774,0032 SEG A SAB 07:00 AS 15:00:20,0032 SEG A SAB 07:00 AS 15:00:20
775,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00
776,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00
777,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00
778,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00
779,0044 07:00 12:00 / 13:15 17:00,0044 07:00 12:00 / 13:15 17:00
780,0045 SEG A SAB 15:00 AS 22:00,0045 SEG A SAB 15:00 AS 22:00
781,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30
782,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00,0070 SEG A SEX 09:00 AS 18:00 SAB 09:00 AS 13:00
783,0072 SEG A QUIN 07:30 AS 18:00 SEX 07:30:00 AS 17:00:00.,0072 SEG A QUIN 07:30 AS 18:00 SEX 07:30:00 AS 17:00:00.
784,0073 12X36 18:00 AS 06:00.,0073 12X36 18:00 AS 06:00.
785,00001 SEG A QUIN 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00,00001 SEG A QUIN 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00
786,0002 SEG A SEX 08:00 AS 17:00 E SAB 08:00 AS 12:00,0002 SEG A SEX 08:00 AS 17:00 E SAB 08:00 AS 12:00
787,0003 SEG A SEX 08:00 AS 17:00,0003 SEG A SEX 08:00 AS 17:00
788,0005 SEG A SEX 20:00 AS 05:00:48,0005 SEG A SEX 20:00 AS 05:00:48
789,0006 12X36 DIURNO,0006 12X36 DIURNO
790,0007 12X36 NOTURNO,0007 12X36 NOTURNO
791,0009 SEG QUI 07:00 AS 17:00 / SEX 07:00 AS 16:00,0009 SEG QUI 07:00 AS 17:00 / SEX 07:00 AS 16:00
792,0016 SEG A SEX 07:00 AS 17:00,0016 SEG A SEX 07:00 AS 17:00
793,0018 SEG A SEX DAS 22:00 AS 06:00,0018 SEG A SEX DAS 22:00 AS 06:00
794,0021 SEG/QUI 07:00 AS 17:00 HS,0021 SEG/QUI 07:00 AS 17:00 HS
795,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00,0022 SEG QUI 07:00 AS 17:00 | SEX 07:00 AS 16:00
796,0026 7:00 11:00 / 13:00 17:00,0026 7:00 11:00 / 13:00 17:00
797,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00,0028 SEG A SEX 07:00 AS 16:00 SAB 08:00 AS 12:00
798,0031 SEG A SEX 13:00 AS 22:00,0031 SEG A SEX 13:00 AS 22:00
799,0033 SEG A SAB 13 HS AS 21:20,0033 SEG A SAB 13 HS AS 21:20
800,0034 6X1 5X2 07:00 AS 17:00,0034 6X1 5X2 07:00 AS 17:00
801,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00,0035 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 18:00
802,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00,0036 SEG A SEX 14:00 AS 23:00 SAB 14:00 AS 19:00
803,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00,0037 SEG A QUI 14:00 AS 00:00 E SEX 14:00 AS 23:00
804,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00,0046 SEG A QUI 05:00 AS 15:00 SEX 05:00 AS 14:00
805,0047 SEG A SEX 06:00 AS 15:00 SAB 08:00 AS 12:00,0047 SEG A SEX 06:00 AS 15:00 SAB 08:00 AS 12:00
806,0048 SEG A QUI 07:00 AS 18:00 SEX 07:00 AS 17:00 ALMOCO 2 HR,0048 SEG A QUI 07:00 AS 18:00 SEX 07:00 AS 17:00 ALMOCO 2 HR
807,0049 SEG A SEX 08:00 AS 18:00 SAB 08:00 AS 12:00 ALMOCO 2 HR,0049 SEG A SEX 08:00 AS 18:00 SAB 08:00 AS 12:00 ALMOCO 2 HR
808,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00,0050 SEG A QUI 08:40 AS 19:00:40 SEX 08:40 AS 18:00:40 REF 02:00
809,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00,0051 SEG A SEX 15:00 AS 00:00 SAB 15:00 AS 23:00
810,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00,0052 SEG A SEX 16:00 AS 01:00 SAB 16:00 AS 00:00
811,0053 12X36 DIURNO 07:00 AS 19:00,0053 12X36 DIURNO 07:00 AS 19:00
812,0054 12X36 NOTURNO 19:00 AS 07:00,0054 12X36 NOTURNO 19:00 AS 07:00
813,0071 12X36 DAS 12:00:00 AS 00:00:00.,0071 12X36 DAS 12:00:00 AS 00:00:00.
814,0074 SEG A SEX 05:00 AS 14:00 SAB 05:00 AS 09:00.,0074 SEG A SEX 05:00 AS 14:00 SAB 05:00 AS 09:00.
815,0075 TER A SEX 07:00 AS 17:00 SAB 07:00 AS 16:00.,0075 TER A SEX 07:00 AS 17:00 SAB 07:00 AS 16:00.
816,0076 SEG A SEX DAS 05:00 AS 14:00 SAB 07:00 AS 11:00.,0076 SEG A SEX DAS 05:00 AS 14:00 SAB 07:00 AS 11:00.
817,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00.,0077 SEG A QUI DAS 13:00 AS 23:00 SEX 13:00 22:00.
818,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00.,0083 SEG A QUIN 16:00 AS 02:00 SEX 16:00 AS 01:00.
819,0084 12X36 06:00 AS 18:00.,0084 12X36 06:00 AS 18:00.
820,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00.,0085 SEG A SAB 06:00 AS 14:00:20 C/01:00.
821,0090 SEG A SEX DAS 12:00 AS 21:00,0090 SEG A SEX DAS 12:00 AS 21:00
822,0102 SEG A SEX 06:00 AS 15:00,0102 SEG A SEX 06:00 AS 15:00
823,0103PA 12X36 11:00 AS 23:00,0103PA 12X36 11:00 AS 23:00
824,0104PA 12X36 20:00 AS 08:00,0104PA 12X36 20:00 AS 08:00
825,0105PA TER A SEX 09:00 AS 19:00 SAB 09:00 AS 18:00,0105PA TER A SEX 09:00 AS 19:00 SAB 09:00 AS 18:00
826,0107PA SEG A QUI 20:30 AS 06:00:30 E SEX 20:30 AS 05:00:30 COPIA,0107PA SEG A QUI 20:30 AS 06:00:30 E SEX 20:30 AS 05:00:30 COPIA
827,109PA SEG A SEX 12:00 AS 21:00 SAB 09:00 AS 13:00,109PA SEG A SEX 12:00 AS 21:00 SAB 09:00 AS 13:00
828,110 SEG A QUI 16:00 AS 02:00 SEX 16:00 AS 01:00,110 SEG A QUI 16:00 AS 02:00 SEX 16:00 AS 01:00
829,111 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00,111 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00
830,0112 SEG A SEX 07:00 AS 16:00,0112 SEG A SEX 07:00 AS 16:00
831,0113 SEG A SEX 08:00 AS 15:00,0113 SEG A SEX 08:00 AS 15:00
832,0114 SEG A SEX 11:00 AS 18:00,0114 SEG A SEX 11:00 AS 18:00
833,0115 SEG A SEX 12:00 AS 19:00,0115 SEG A SEX 12:00 AS 19:00
834,0116 SEG A SEX 07:00 AS 14:00,0116 SEG A SEX 07:00 AS 14:00
835,0121PA SEG A QUIN 03:30:00 AS 13:00:30 SEX 03:30:00 AS 12:00:30,0121PA SEG A QUIN 03:30:00 AS 13:00:30 SEX 03:30:00 AS 12:00:30
836,0122 10:00 AS 17:00,0122 10:00 AS 17:00
837,0123PA SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00,0123PA SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00
838,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00,0123 SEG 07:00 AS 16:00 / TER SEX 07:00 AS 17:00
839,0127(PA) SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00,0127(PA) SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00
840,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00,0127 SEG 08:00 AS 17:00 TER A SEX 08:00 AS 18:00
841,0129PA SEG A SEX 19:40 AS 05:00:40 SEX 04:40,0129PA SEG A SEX 19:40 AS 05:00:40 SEX 04:40
842,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H,0130 SEG A QUIN DAS 05:30 AS 15:00:30 SEX DAS 05:30 AS 14:00:30 H
843,0131A ESCALA 4X2 06:00 AS 15:00,0131A ESCALA 4X2 06:00 AS 15:00
844,0132A ESCALA 4X2 14:00 AS 23:00,0132A ESCALA 4X2 14:00 AS 23:00
845,0133A ESCALA 4X2 22:00 AS 07:00,0133A ESCALA 4X2 22:00 AS 07:00
846,0131B ESCALA 4X2 06:00 AS 15:00,0131B ESCALA 4X2 06:00 AS 15:00
847,0131C ESCALA 4X2 06:00 AS 15:00,0131C ESCALA 4X2 06:00 AS 15:00
848,0132B ESCALA 4X2 14:00 AS 23:00,0132B ESCALA 4X2 14:00 AS 23:00
849,0132C ESCALA 4X2 14:00 AS 23:00,0132C ESCALA 4X2 14:00 AS 23:00
850,0133B ESCALA 4X2 22:00 AS 07:00,0133B ESCALA 4X2 22:00 AS 07:00
851,0133C ESCALA 4X2 22:00 AS 07:00,0133C ESCALA 4X2 22:00 AS 07:00
852,SEG A QUI 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00,SEG A QUI 08:00 AS 18:00 SEX 08:00:00 AS 17:00:00
853,0004 SEG A SEX 11:00 AS 20:00 RECIFE 30,0004 SEG A SEX 11:00 AS 20:00 RECIFE 30
854,0008 SEG A QUI 12:00 AS 22:00 SEX 12:00 AS 21:00 30,0008 SEG A QUI 12:00 AS 22:00 SEX 12:00 AS 21:00 30
855,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00 30,0010 SEG A QUI 10:00 AS 20:00 SEX 10:00 AS 19:00 30
856,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00 30,0011 SEG A QUI 09:00 AS 19:00 SEX DAS 09:00 AS 18:00 30
857,0012 SEG A SAB DAS 08:00 AS 14:00:20 30,0012 SEG A SAB DAS 08:00 AS 14:00:20 30
858,0013 SEG A SAB DAS 13:40 AS 20:00 30,0013 SEG A SAB DAS 13:40 AS 20:00 30
859,0014 SEG A SAB DAS 15:40 AS 22:00 30,0014 SEG A SAB DAS 15:40 AS 22:00 30
860,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00 30,0015 SEG A QUI 06:00 AS 16:00 SEX 06:00 AS 15:00 30
861,0017 SEG A SEX DAS 14:00 AS 22:00 30,0017 SEG A SEX DAS 14:00 AS 22:00 30
862,0020 SEG A SEX DAS 09:00 AS 16:00 30,0020 SEG A SEX DAS 09:00 AS 16:00 30
863,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00 30,0023 SEG A QUIN 12:00 AS 22:00 SEX 12:00 AS 21:00 30
864,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H 30,0024 SEG A QUIN DAS 06:00 AS 16:00 SEX DAS 06:00 AS 15:00 H 30
865,0025 SEG A SAB 09:00 AS 15:00:20 30,0025 SEG A SAB 09:00 AS 15:00:20 30
866,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00 30,0027 SEG A SEX 07:30 AS 16:00:30 SAB 08:00 AS 12:00 30
867,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00 30,0029 SEG A SEX 09:00 AS 18:00 SAB 08:00 AS 12:00 30
868,0032 SEG A SAB 07:00 AS 15:00:20 30,0032 SEG A SAB 07:00 AS 15:00:20 30
869,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00 30,0038 SEG A QUI 22:00 AS 08:00 E SEX 22:00 AS 07:00 30
870,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00 30,0039 SEG A SEX 04:30 AS 13:00 E SAB 04:30 AS 11:00 30
871,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00 30,0041 SEG A QUIN 18:00 AS 04:00 SEX 18:00 AS 03:00 30
872,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00 30,0042 SEG A QUIN 21:00 AS 07:00 SEX 21:00 AS 06:00 30
873,0044 07:00 12:00 / 13:15 17:00 30,0044 07:00 12:00 / 13:15 17:00 30
874,0045 SEG A SAB 15:00 AS 22:00 30,0045 SEG A SAB 15:00 AS 22:00 30
875,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30 30,0043 SEG A QUI 07:30 AS 17:00:30 SEX 07:30 AS 16:00:30 30
